Permit,Region,Land Owner,Unit,Legal,Acres,Proposed Tons,Accomplished Tons,Approval,Comments,datestamp,Latitude,Longitude,DNR_Pilot,datetime
OL20160108,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T18N R11W S9,91,415,415,Y,,10-25-2016,47.062947,-124.05768,FALSE,2016-10-25T07:00:00Z
OL20160112,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T19N R10W S17,138,693,0,Y,,10-25-2016,47.133413,-123.951811,FALSE,2016-10-25T07:00:00Z
OL20160114,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T19N R10W S8,118,442,0,Y,,10-25-2016,47.147972,-123.951193,FALSE,2016-10-25T07:00:00Z
PC20150250,PC REGION,GREEN DIAMOND RESOURCE COMPANY,LE039,T14N R5E S20,48,132,132,Y,,10-25-2016,46.683779,-122.200196,FALSE,2016-10-25T07:00:00Z
PC20150154,PC REGION,RAYONIER INC,11N07W031,T11N R7W S14,157,187,95,Y,,10-25-2016,46.433048,-123.513416,FALSE,2016-10-25T07:00:00Z
PC20150176,PC REGION,RAYONIER INC,11N07W035,T11N R7W S14,91,187,0,Y,,10-25-2016,46.433048,-123.513416,FALSE,2016-10-25T07:00:00Z
PC20150177,PC REGION,RAYONIER INC,11N07W200,T11N R7W S15,84,147,0,Y,,10-25-2016,46.432604,-123.534086,FALSE,2016-10-25T07:00:00Z
SE20160066,SE REGION,BROUGHTON LUMBER COMPANY,CUBS,T5N R13E S34,67,360,NA,Y,,10-25-2016,45.87626,-121.165734,FALSE,2016-10-25T07:00:00Z
SE20160036,SE REGION,CHELAN COUNTY NATURAL RESOURCE DEPARTMENT,CHELAN COUNTY NRD,T21N R20E S26,70,250,NA,N,,10-25-2016,47.282886,-120.292419,FALSE,2016-10-25T07:00:00Z
SE20150425,SE REGION,WA DNR STATE TRUST LANDS,SNAG SALVAGE - 183 PILES,T19N R19E S26,300,400,NA,Y,,10-25-2016,47.110696,-120.423107,FALSE,2016-10-25T07:00:00Z
10002310,WENATCHEE NF,CLE ELUM,ORION UNIT 2,T21N R17E S11,20,160,160,,,10-25-2016,47.3217,-120.6901,FALSE,2016-10-25T07:00:00Z
NE20160353,NE REGION,"HANCOCK TIMBERLAND X, INC",,T30N R38E S30,22,140,NA,Y,Per NC25 - Paul Nelson,10-26-2016,48.070451,-118.07507,FALSE,2016-10-26T07:00:00Z
NE20160361,NE REGION,"HANCOCK TIMBERLAND X, INC",,T30N R38E S19,156,537,NA,Y,"Per NC25, Paul Nelson",10-26-2016,48.084945,-118.074687,FALSE,2016-10-26T07:00:00Z
NE20150323,NE REGION,STIMSON LUMBER COMPANY,BUNNIES FOOT,T32N R42E S6,86,320,NA,Y,Per AR10 - Andrew Stenbeck,10-26-2016,48.302168,-117.55447,FALSE,2016-10-26T07:00:00Z
NE20160263,NE REGION,STIMSON LUMBER COMPANY,SKI BUNNY,T32N R42E S5,2,392,NA,Y,Per AR10 - Andrew Stenbeck,10-26-2016,48.302196,-117.5329,FALSE,2016-10-26T07:00:00Z
NW20161048,NW REGION,SIERRA PACIFIC,DOWN THERE,T40N R6E S22,2,289,NA,Y,Burning is allowed as long as all conditions on permit are being followed.,10-26-2016,48.936,-122.015,FALSE,2016-10-26T07:00:00Z
10002306,OKANOGAN NF,TONASKET,FROSTED EXC,T36N R31E S8,70,300,NA,Y,,10-26-2016,48.624906,-118.967348,FALSE,2016-10-26T07:00:00Z
OL20160200,OLY REGION,GREEN CROW CORPORATION,6011 3 OF 4,T21N R11W S36,33,153,NA,Y,,10-26-2016,47.266436,-124.022907,FALSE,2016-10-26T07:00:00Z
OL20160201,OLY REGION,GREEN CROW CORPORATION,3011 4 OF 4,T21N R11W S36,41,203,NA,Y,,10-26-2016,47.266436,-124.022907,FALSE,2016-10-26T07:00:00Z
OL20160217,OLY REGION,GREEN CROW CORPORATION,JOE CREEK 2,T20N R11W S16,36,231,NA,Y,,10-26-2016,47.222681,-124.056225,FALSE,2016-10-26T07:00:00Z
OL20160165,OLY REGION,GREEN CROW TIMBER,,T31N R14W S36,110,400,NA,Y,,10-26-2016,48.145375,-124.442282,FALSE,2016-10-26T07:00:00Z
OL20160168,OLY REGION,GREEN CROW TIMBER,,T31N R15W S24,37,200,NA,Y,,10-26-2016,48.175083,-124.570405,FALSE,2016-10-26T07:00:00Z
OL20160174,OLY REGION,GREEN DIAMOND RESOURCE COMPANY,,T20N R7W S16,9,107,107,Y,,10-26-2016,47.218855,-123.564927,FALSE,2016-10-26T07:00:00Z
OL20160246,OLY REGION,RAYONIER WASHINGOTN TIMBER COMPANY,,T30N R15W S24,10,250,NA,Y,,10-26-2016,48.088041,-124.571759,FALSE,2016-10-26T07:00:00Z
OL20160042,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T28N R13W S21,10,350,NA,N,,10-26-2016,47.917777,-124.38618,FALSE,2016-10-26T07:00:00Z
OL20160043,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T28N R13W S21,10,475,NA,N,,10-26-2016,47.917777,-124.38618,FALSE,2016-10-26T07:00:00Z
OL20160114,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T19N R10W S8,118,442,NA,Y,,10-26-2016,47.147972,-123.951193,FALSE,2016-10-26T07:00:00Z
OL20160116,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T19N R11W S27,100,396,NA,N,,10-26-2016,47.106462,-124.035565,FALSE,2016-10-26T07:00:00Z
OL20160117,OLY REGION,RAYONIER WASHINGTON TIMBER COMPANY,,T19N R11W S23,67,208,NA,Y,,10-26-2016,47.121083,-124.013695,FALSE,2016-10-26T07:00:00Z
PC20150464,PC REGION,DNR PACIFIC CASCADE,DNR OGDEN HAULIN HEMLOCK,T11N R9W S10,70,220,NA,Y,,10-26-2016,46.45045,-123.777112,FALSE,2016-10-26T07:00:00Z
PC20160207,PC REGION,RAYONIER WASHINGTON TIMBER COMPANY,11N07W170,T11N R7W S22,59,254,NA,Y,,10-26-2016,46.418923,-123.533944,FALSE,2016-10-26T07:00:00Z
PC20160291,PC REGION,SIERRA PACIFIC INDUSTRIES,TUCKER TOO,T9N R3W S10,77,413,NA,Y,,10-26-2016,46.278987,-123.040931,FALSE,2016-10-26T07:00:00Z
SE20160036,SE REGION,CHELAN COUNTY NATURAL RESOURCE DEPARTMENT,CHELAN COUNTY NRD,T21N R20E S26,175,508,NA,N,consider under 100 ton effort today but be alert to downslope smoke transport toward wenatchee.,10-26-2016,47.282886,-120.292419,FALSE,2016-10-26T07:00:00Z
SE20160039,SE REGION,HANCOCK FOREST MANAGMENT,HANCOK BORDERLINE YK,T7N R12E S3,63,630,NA,Y,,10-26-2016,46.12488,-121.291869,FALSE,2016-10-26T07:00:00Z
